title,stars,text,cleaned_text
Mayo Hospital,3,Too much crowd no discipline staff behaviour very rude.,too much crowd no discipline staff behaviour very rude.
Mayo Hospital,5,Best place for madical equipment and medicine on discout.,best place for madical equipment and medicine on discout.
Mayo Hospital,4,Government public health care center best emergency room,government public health care center best emergency room
Mayo Hospital,5,All the best for Dr. Basil,all the best for dr. basil
Mayo Hospital,5,"No doubt its oldest & biggest hospital
But 1 thing is that every 1 trying to make money
From parking staff to nursing..
Entry Token was given on entry point of Rs 20 printed on it
I was demanded to pay Rs 50.",no doubt its oldest biggest hospital but 1 thing is that every 1 trying to make money from parking staff to nursing.. entry token was given on entry point of rs 20 printed on it i was demanded to pay rs 50.
Mayo Hospital,5,24/7 Open for all types of emergencies,247 open for all types of emergencies
Mayo Hospital,4,Moye hospital chowk background of moy hospital,moye hospital chowk background of moy hospital
Mayo Hospital,5,Good market about meducine & Old clothes.,good market about meducine old clothes.
Mayo Hospital,4,"Alothave improved,  providing best services in government sector","alothave improved, providing best services in government sector"
Mayo Hospital,2,Crowded place with several medical stores and a government hospital,crowded place with several medical stores and a government hospital
Mayo Hospital,3,"A place where quality medicines available at different medical stores. Also known for purchasing used imported clothes, bags, jackets, shoes, undergarments etc. in good quality.(Landa)","a place where quality medicines available at different medical stores. also known for purchasing used imported clothes, bags, jackets, shoes, undergarments etc. in good quality.landa"
Mayo Hospital,2,He didn't had the medicine i demanded,he didn't had the medicine i demanded
Mayo Hospital,3,Local government should take necessary measures to improve parking and other facilities here,local government should take necessary measures to improve parking and other facilities here
Mayo Hospital,4,So busy chowk & available all types of transportation,so busy chowk available all types of transportation
Mayo Hospital,5,One of the biggest hospital in Pakistan all facilities are available,one of the biggest hospital in pakistan all facilities are available
Mayo Hospital,4,Ways to Hall Road & Mall Road,ways to hall road mall road
Mayo Hospital,4,"the biggest hospital of Pakistan.
But facilities are not enough.
I think the management is always run shot of budget.",the biggest hospital of pakistan. but facilities are not enough. i think the management is always run shot of budget.
Mayo Hospital,5,AL-BARI medico is nomber 1 medicines,al-bari medico is nomber 1 medicines
Mayo Hospital,5,Mayo Hospital is one of the biggest hospital in world. It has huge number of departments,mayo hospital is one of the biggest hospital in world. it has huge number of departments
Mayo Hospital,4,"My Mother is a Patient of ILD.so we move from Gulab devi to Mayo Hospital TB ward.Dr Khubaib is the one who listened everything red all the Medical history of my Mother.he is very Cooperative and kind heart person.Really love his job and care about their Patients.

⚠️But the only thing that i don't like is the staff of this hospital they have no Manners to speak with anyone.even their is a Token machine but due to negligence of the staff.it never works properly.after that their is a huge crowd gathered around door saying that it's my turn it's my turn.even they have tokens in their hands but still everything goes out of control and a visit to hospital for 2 hours takes 4-5 hours.
Please resolve this.",my mother is a patient of ild.so we move from gulab devi to mayo hospital tb ward.dr khubaib is the one who listened everything red all the medical history of my mother.he is very cooperative and kind heart person.really love his job and care about their patients. but the only thing that i don't like is the staff of this hospital they have no manners to speak with anyone.even their is a token machine but due to negligence of the staff.it never works properly.after that their is a huge crowd gathered around door saying that it's my turn it's my turn.even they have tokens in their hands but still everything goes out of control and a visit to hospital for 2 hours takes 4-5 hours. please resolve this.
Mayo Hospital,5,It is a public hospital near anarkali . Free remedial services and medications are here .,it is a public hospital near anarkali . free remedial services and medications are here .
Mayo Hospital,4,"Centre point for food lovers, goods services, pre-loved market, camera market etc.","centre point for food lovers, goods services, pre-loved market, camera market etc."
Mayo Hospital,4,"More than 14 Nos  of pharmacies and blood testing lab here ...
it is a very helpful place during treatment in Mayo Hospital and for purchasing of medicines ...",more than 14 nos of pharmacies and blood testing lab here ... it is a very helpful place during treatment in mayo hospital and for purchasing of medicines ...
Mayo Hospital,4,"Its one of the biggest hospital in Asia , and offers good services","its one of the biggest hospital in asia , and offers good services"
Mayo Hospital,5,Mayo hospital is good place for all kind of patient,mayo hospital is good place for all kind of patient
Mayo Hospital,1,"Poor staff coordination, I spend only 30 minutes to make the slip for doctor,
Every 5 minutes the opd slip maker go anywhere and we start to wait for him,
Kick him off from work this job.","poor staff coordination, i spend only 30 minutes to make the slip for doctor, every 5 minutes the opd slip maker go anywhere and we start to wait for him, kick him off from work this job."
Mayo Hospital,4,Good spot for purchasing medicine and medical equipments.,good spot for purchasing medicine and medical equipments.
Mayo Hospital,5,"Chock have many road links
Toward shalmi
Toward Anarkali
Toward gawalmandi and nisbat road",chock have many road links toward shalmi toward anarkali toward gawalmandi and nisbat road
Mayo Hospital,4,Lots of medical stores and sample collection centers.,lots of medical stores and sample collection centers.
Mayo Hospital,5,Crowded place. Medical shops and Laboratories are there. Homeopathic Medicine shops are also avaiable.,crowded place. medical shops and laboratories are there. homeopathic medicine shops are also avaiable.
Mayo Hospital,1,"Tooo much rushy Area

No discipline at All",tooo much rushy area no discipline at all
Mayo Hospital,3,Best Hospital but unprofessional staff and pharmacy people are selling the medicine on high rates.,best hospital but unprofessional staff and pharmacy people are selling the medicine on high rates.
Mayo Hospital,4,A place for medicine and surgical items,a place for medicine and surgical items
Mayo Hospital,5,It has all type of medicine,it has all type of medicine
Mayo Hospital,5,Very crowdy road don't go with your car..,very crowdy road don't go with your car..
Mayo Hospital,2,"It's too busy, crowded and rushing area, please avoid this area (route) unless you have something very important to visit there, or manage your time and visit before 10 Am.","it's too busy, crowded and rushing area, please avoid this area route unless you have something very important to visit there, or manage your time and visit before 10 am."
Mayo Hospital,3,Mubashar Medical is good others are Fraudies,mubashar medical is good others are fraudies
Mayo Hospital,3,"I was rushy, crowded but nice cultural place.","i was rushy, crowded but nice cultural place."
Mayo Hospital,5,Such a busiest place in town outside of Mayo Hospital Lahore. There are many pharmacy businesses in surrounding.,such a busiest place in town outside of mayo hospital lahore. there are many pharmacy businesses in surrounding.
Mayo Hospital,5,Mayo Hospital is the government hospital which have the biggest hospital of asia.all treatment is here of any patient dignosis.,mayo hospital is the government hospital which have the biggest hospital of asia.all treatment is here of any patient dignosis.
Mayo Hospital,4,Best place for shopping of medical products,best place for shopping of medical products
Mayo Hospital,5,V rushy chowk.. line of medical stores.. and mayo hospital 2nd hand cloth shoes socks toys market here too,v rushy chowk.. line of medical stores.. and mayo hospital 2nd hand cloth shoes socks toys market here too
Mayo Hospital,5,"Best option for medicine ,   homeo medicine and un stiched clath","best option for medicine , homeo medicine and un stiched clath"
Mayo Hospital,4,Doctors are very coorporative. Ambiance is very clean.,doctors are very coorporative. ambiance is very clean.
Mayo Hospital,2,I think the hospital needs some educated persons to handle the people's feeling. Because in the Mayo Hospital the staff is too rood and they just show their reality. Very Bad,i think the hospital needs some educated persons to handle the people's feeling. because in the mayo hospital the staff is too rood and they just show their reality. very bad
Mayo Hospital,5,Sargical sa related har chez available ha,sargical sa related har chez available ha
Mayo Hospital,5,"You can find any medicines
And lundy ka mall🤣🤣",you can find any medicines and lundy ka mall
Mayo Hospital,1,Busy chownk dont go there on car,busy chownk dont go there on car
Mayo Hospital,5,"Mayo hospital situated at the heart of lahore, vast area, need some improvements","mayo hospital situated at the heart of lahore, vast area, need some improvements"
Mayo Hospital,1,Very rushy and dusty area here you could find surgical instruments imported clothes (used) and short way to shah slam market no entry 🚫 for 🚑 vehicles in hospital you must use gate 2 or 1for  MYO hospital,very rushy and dusty area here you could find surgical instruments imported clothes used and short way to shah slam market no entry for vehicles in hospital you must use gate 2 or 1for myo hospital
Mayo Hospital,5,It's good and too much crowded,it's good and too much crowded
Mayo Hospital,4,Many Historical markets round about this,many historical markets round about this
Mayo Hospital,4,Medical store. What van I say more,medical store. what van i say more
Mayo Hospital,5,All medicine which are not available in city can find here.,all medicine which are not available in city can find here.
Mayo Hospital,5,Good manner person of owner medico.,good manner person of owner medico.
Mayo Hospital,5,Good place for medicines. Every type of medicine is available there.,good place for medicines. every type of medicine is available there.
Mayo Hospital,5,Here available 24 hours all medicines & surgical items,here available 24 hours all medicines surgical items
Mayo Hospital,1,Don't go there they don't give attention to patient,don't go there they don't give attention to patient
Mayo Hospital,4,"All medicine available in this area, which you can't get from Posh areas / big pharmacies.","all medicine available in this area, which you can't get from posh areas big pharmacies."
Mayo Hospital,5,Hospital can provide help for many likes,hospital can provide help for many likes
Mayo Hospital,5,Very sincere staff and hole doctors and nurses,very sincere staff and hole doctors and nurses
Mayo Hospital,3,Bazaar is full of rush. A big crowd of people.,bazaar is full of rush. a big crowd of people.
Mayo Hospital,5,"1 no medicine here
This is chowk miyoo hospital.
Many shops r here.
But
Albari medicos is name of trust

This is Rashi area
Full of traffic almost every time",1 no medicine here this is chowk miyoo hospital. many shops r here. but albari medicos is name of trust this is rashi area full of traffic almost every time
Mayo Hospital,4,Very rushy area in day time n also present used items market called Landa bazar,very rushy area in day time n also present used items market called landa bazar
Mayo Hospital,1,So bad for people . Here mangment are so bad and lazy  . All of srvnt with M S  not good for job,so bad for people . here mangment are so bad and lazy . all of srvnt with m s not good for job
Mayo Hospital,5,"Doctors are well qualified and healthy environment.
Covid -19 test is free of cost While other laboratories are charging 6000/-.",doctors are well qualified and healthy environment. covid -19 test is free of cost while other laboratories are charging 6000-.
Mayo Hospital,5,You get quick response from staff here .. no waiting,you get quick response from staff here .. no waiting
Mayo Hospital,3,"All big medicine store pharmacy at one place , economical to purchase walking stick , disabled chair ,and patient supporting gadget and diagnostic DIY monitoring devices","all big medicine store pharmacy at one place , economical to purchase walking stick , disabled chair ,and patient supporting gadget and diagnostic diy monitoring devices"
Mayo Hospital,3,One of the best hospital. Very caring doctors but some of staff are rude careless and corrupt for example doctor fee for CT scan is 900 Rs but they will ask you for 1200 or 1800 Rs so always confirm fees before paying from related doctors. They also misguide and make you to make many useless rounds around the hospital even if patient is dying and if you came from very far place they won't care they will still misguide and make you to come again for some other day and they are also careless if someone is dying they won't care they will do what they do and some nurses are like a robot they will do same thing with everyone regardless of their situation and some are very nice and very helping.,one of the best hospital. very caring doctors but some of staff are rude careless and corrupt for example doctor fee for ct scan is 900 rs but they will ask you for 1200 or 1800 rs so always confirm fees before paying from related doctors. they also misguide and make you to make many useless rounds around the hospital even if patient is dying and if you came from very far place they won't care they will still misguide and make you to come again for some other day and they are also careless if someone is dying they won't care they will do what they do and some nurses are like a robot they will do same thing with everyone regardless of their situation and some are very nice and very helping.
Mayo Hospital,5,Good medical facilities with best patient wards.,good medical facilities with best patient wards.
Mayo Hospital,5,This government hospital provides you best quality in medical field... here  every poor and rich Person facilitates. Affordable and very cheap prices of medical tests.. who everyone can afford easily. You  will facilitate with best doctors and medical staff. Sometimes we see misbehaves from medical staff specially nurses.. government should take best measures for the betterment of all government hospitals .,this government hospital provides you best quality in medical field... here every poor and rich person facilitates. affordable and very cheap prices of medical tests.. who everyone can afford easily. you will facilitate with best doctors and medical staff. sometimes we see misbehaves from medical staff specially nurses.. government should take best measures for the betterment of all government hospitals .
Mayo Hospital,5,"Government Hospital Lahore very difficult to consult a Doctor of Government Hospital in Pakistan you have to spent whole day stand in lines and rude behavior of Nurses, security staff and even Doctors","government hospital lahore very difficult to consult a doctor of government hospital in pakistan you have to spent whole day stand in lines and rude behavior of nurses, security staff and even doctors"
Mayo Hospital,1,"No one can approach doctor easily. Just wait, wait and wait","no one can approach doctor easily. just wait, wait and wait"
Mayo Hospital,5,"Nice, safe and reliable in my opinino","nice, safe and reliable in my opinino"
Mayo Hospital,4,You can purchase medical / surgical equipment at discount prices as compare to local market.,you can purchase medical surgical equipment at discount prices as compare to local market.
Mayo Hospital,5,There is long used clothes marker alongside the outermost boundary wall of mayo hospital .......,there is long used clothes marker alongside the outermost boundary wall of mayo hospital .......
Mayo Hospital,1,Very dirty and pathetic hospital even doctors are not bothered abt patient's in critical condition,very dirty and pathetic hospital even doctors are not bothered abt patient's in critical condition
Mayo Hospital,5,One of the best hospital 🏥 of LAHORE. Very cooperative staff.,one of the best hospital of lahore. very cooperative staff.
Mayo Hospital,5,"Mayo Hospital is one of the oldest and biggest hospitals in Lahore, Punjab, Pakistan. King Edward Medical University, one of the oldest and most prestigious medical institutions in South Asia, is attached to Mayo Hospital. Mayo Hospital is located in the heart of Old Lahore, and provides free treatment to almost all admitted patients as part of a government policy. It also has many different ward's mainly centered around the Syed A route location.

The hospital building was completed in 1870 at a cost of Rs 150'000, 3 Annas 8 Paisas and it began operating in 1871. The hospital is named after then Viceroy of British India, ""Richard Bourke, 6th Earl of Mayo"" also locally known as Lord Mayo. This hospital was to serve need of 70'000 people of Punjab at that time. The hospital started with 3 specialties (General Medicine, General Surgery, Eye & Ent). The architecture of the hospital is Italian, designed by Pudon and engineered by Rai Bahadur Kanahya Lal, one of the leading architects of that time. However the architectural influence resembles medieval hospitals built during the Middle Ages. The additions between 1960 and early 1980 were designed by A. R. Hye. The main building of the hospital is one of the oldest buildings of British Era in Pakistan.

The hospital buildings were built in the following order:

Main Building of Mayo Hospital (Now inpatient department) in 1871
AVH (Private) Block in 1891
Out Patient Department in 1952
Pediatrics Ward in 1974
Institute of Ophthalmology in 1982
Accidents & Emergency Block & Pediatric Surgery Block (present) in 1984
Department of Physical Medicine and Rehabilitation in 2001
Surgical Tower in 2018

Physiotherapy and Manual therapy on both indoor and outdoor basis
Central Intensive Care Unit (ICU) with Central Oxygen and Suction System
Standard Coronary Care Unit (CCU) Facilities
Angiography, Angioplasty, Cardiac Bypass, Heart Valves Replacement and all sorts of Cardiac Operations and procedures
Radio Isotope Cardiology, Thallium Scan, Echocardiography
Spiral Computed Tomography, Color Doppler and Ultrasonography
Renal Transplantation and Renal Hemodialysis
Radiotherapy
Latest Physiotherapy Equipment, Rehabilitation Center and Orthopedic Workshop
Neuroangiography, Electromyography (EMG), Electroencephalography (EEG) and all kind of advanced Neurosurgical operations
Operations of Plastic Surgery and cosmetology (Lip Augmentation, Rhinoplasty)
Operations of Facio-maxillary, Jaw and Dental Surgery
All kinds of Orthopedic Operations
All kind of Eye and Otorhinolaryngology Operations
Surgical Operations of all kind for neonates, children, young and old patients
Radio Isotope Thyroid, Liver, Bone, Brain and other organs scanning, Hormonal Assays and Viral Markings
Speech & Language Therapy
24/7 Emergency Head & Spine Trauma
Dedicated Deep Brain Stimulation (DBS) Clinic
Complete State of the Art Neurosurgery Services including Functional Neurosurgery Services (DBS, SCS)
Pakistan's biggest, state of the art burn unit in surgical tower","mayo hospital is one of the oldest and biggest hospitals in lahore, punjab, pakistan. king edward medical university, one of the oldest and most prestigious medical institutions in south asia, is attached to mayo hospital. mayo hospital is located in the heart of old lahore, and provides free treatment to almost all admitted patients as part of a government policy. it also has many different ward's mainly centered around the syed a route location. the hospital building was completed in 1870 at a cost of rs 150'000, 3 annas 8 paisas and it began operating in 1871. the hospital is named after then viceroy of british india, ""richard bourke, 6th earl of mayo"" also locally known as lord mayo. this hospital was to serve need of 70'000 people of punjab at that time. the hospital started with 3 specialties general medicine, general surgery, eye ent. the architecture of the hospital is italian, designed by pudon and engineered by rai bahadur kanahya lal, one of the leading architects of that time. however the architectural influence resembles medieval hospitals built during the middle ages. the additions between 1960 and early 1980 were designed by a. r. hye. the main building of the hospital is one of the oldest buildings of british era in pakistan. the hospital buildings were built in the following order main building of mayo hospital now inpatient department in 1871 avh private block in 1891 out patient department in 1952 pediatrics ward in 1974 institute of ophthalmology in 1982 accidents emergency block pediatric surgery block present in 1984 department of physical medicine and rehabilitation in 2001 surgical tower in 2018 physiotherapy and manual therapy on both indoor and outdoor basis central intensive care unit icu with central oxygen and suction system standard coronary care unit ccu facilities angiography, angioplasty, cardiac bypass, heart valves replacement and all sorts of cardiac operations and procedures radio isotope cardiology, thallium scan, echocardiography spiral computed tomography, color doppler and ultrasonography renal transplantation and renal hemodialysis radiotherapy latest physiotherapy equipment, rehabilitation center and orthopedic workshop neuroangiography, electromyography emg, electroencephalography eeg and all kind of advanced neurosurgical operations operations of plastic surgery and cosmetology lip augmentation, rhinoplasty operations of facio-maxillary, jaw and dental surgery all kinds of orthopedic operations all kind of eye and otorhinolaryngology operations surgical operations of all kind for neonates, children, young and old patients radio isotope thyroid, liver, bone, brain and other organs scanning, hormonal assays and viral markings speech language therapy 247 emergency head spine trauma dedicated deep brain stimulation dbs clinic complete state of the art neurosurgery services including functional neurosurgery services dbs, scs pakistan's biggest, state of the art burn unit in surgical tower"
Mayo Hospital,5,A big medical facility for whole Punjab.,a big medical facility for whole punjab.
Mayo Hospital,5,Mayo hospital is very bigger and his service is very nice,mayo hospital is very bigger and his service is very nice
Mayo Hospital,5,Top country doctors are serving here,top country doctors are serving here
Mayo Hospital,5,Very helpful for me and staff is good.,very helpful for me and staff is good.
Mayo Hospital,1,"Bad Management, Doctors are very causal.
They don't take care of patients in good way  .

My Experience is very bad..
Corrupt staff...

If Attendant is very active then you can get all Services with request, request, request and request.....Lazy Doctors","bad management, doctors are very causal. they don't take care of patients in good way . my experience is very bad.. corrupt staff... if attendant is very active then you can get all services with request, request, request and request.....lazy doctors"
Mayo Hospital,5,Blood bank mayo hospital good service,blood bank mayo hospital good service
Mayo Hospital,1,Staff is very insolent. Their behavior is very rude to patients.,staff is very insolent. their behavior is very rude to patients.
Mayo Hospital,5,New block reading room is love. It's the best place ever.,new block reading room is love. it's the best place ever.
Mayo Hospital,3,This is good but it's will be very good the staff is coperative but some time they miss behave,this is good but it's will be very good the staff is coperative but some time they miss behave
Mayo Hospital,4,Possibly one of the better maintained government hospitals,possibly one of the better maintained government hospitals
Mayo Hospital,5,"The greatest hospital Of South Asia located in the heart  of Lahore(Anarkali).
A hospital with advanced medical facilities.",the greatest hospital of south asia located in the heart of lahoreanarkali. a hospital with advanced medical facilities.
Mayo Hospital,4,Brilliant services - but general hospital is better of you are coming for brain issues,brilliant services - but general hospital is better of you are coming for brain issues
Mayo Hospital,5,A well known mayo hospital Chowk which has different medical stores and surgical stores. Here is also a market of Homoeopathic medicines and also here is Old historical food street which is very well known for its taste and popularity. On the back side of this Chowk there is Bamboo market  and Cloth market. Here is also printing press market where we can make marriage cards and on the other side there is photo studio market. A well known and historical mayo hospital Chowk.,a well known mayo hospital chowk which has different medical stores and surgical stores. here is also a market of homoeopathic medicines and also here is old historical food street which is very well known for its taste and popularity. on the back side of this chowk there is bamboo market and cloth market. here is also printing press market where we can make marriage cards and on the other side there is photo studio market. a well known and historical mayo hospital chowk.
Mayo Hospital,5,I like very much staff and doctors whose works here.,i like very much staff and doctors whose works here.
Mayo Hospital,1,Not fit for corona virus patient. Stay away from government hospitals.,not fit for corona virus patient. stay away from government hospitals.
Mayo Hospital,5,"Most popular location for walled city residents.Mayo Hospital  Gate No.1 Chowk Mayo Hospital  was the only entrance. Which is now permanently closed and entrance is from Nila Gumbad and Emergency Gate No.3. Here is many pharmacies, Surgical store and Landa Bazar. It also gateway to Mayo Hospital Road cloth market and Baans Bazar. Also popular for its special variety of foods and fruits venders.","most popular location for walled city residents.mayo hospital gate no.1 chowk mayo hospital was the only entrance. which is now permanently closed and entrance is from nila gumbad and emergency gate no.3. here is many pharmacies, surgical store and landa bazar. it also gateway to mayo hospital road cloth market and baans bazar. also popular for its special variety of foods and fruits venders."
Mayo Hospital,5,Mayo hospital is very good for poor patients,mayo hospital is very good for poor patients
Mayo Hospital,5,"Very good condition and good take care of patients.. Nurses are little bit rude.
Over all good one hospital",very good condition and good take care of patients.. nurses are little bit rude. over all good one hospital
Mayo Hospital,5,Its a Very big hospital.all specialist is working here.they have emergency ward also,its a very big hospital.all specialist is working here.they have emergency ward also
Mayo Hospital,5,Reliable quick and qualified Doctors faculty available specialy in hospital emergency.,reliable quick and qualified doctors faculty available specialy in hospital emergency.
Mayo Hospital,4,"good hsp, good treatment facilities and a good staff","good hsp, good treatment facilities and a good staff"
Mayo Hospital,5,Largest And One The Huge Medical Teaching Hospital In Lahore,largest and one the huge medical teaching hospital in lahore
Mayo Hospital,4,Covering large area. It's a government hospital.free of cost means all of the treatment is free. In most cases. I found mostly lower class people there means Poor once. Even I found really good management. But problem is there is no proper space for those patients relatives who comes outside of Lahore.,covering large area. it's a government hospital.free of cost means all of the treatment is free. in most cases. i found mostly lower class people there means poor once. even i found really good management. but problem is there is no proper space for those patients relatives who comes outside of lahore.
Mayo Hospital,3,Although it is one of the oldest and best government hospitals in the country but it is not well maintained. It needs renovation and proper maintenance. It does have all the latest equipment and facilities. Doctors are also well trained and talented. But it has the same common problem of longer queues of patients. So one should visit early in the morning for checkups.,although it is one of the oldest and best government hospitals in the country but it is not well maintained. it needs renovation and proper maintenance. it does have all the latest equipment and facilities. doctors are also well trained and talented. but it has the same common problem of longer queues of patients. so one should visit early in the morning for checkups.
Mayo Hospital,1,"I was unable to park my car although i paid parking fee, corrupt MS and all management, requesting to authorities to please take serious action on it. Anyone car park his car wherever after he pay some black mony to security guard. Sham on you dear MS. (کسی کتی کا بچہ)","i was unable to park my car although i paid parking fee, corrupt ms and all management, requesting to authorities to please take serious action on it. anyone car park his car wherever after he pay some black mony to security guard. sham on you dear ms."
Mayo Hospital,5,One of the best and oldest government hospital in Lahore. Very economical charges,one of the best and oldest government hospital in lahore. very economical charges
Mayo Hospital,4,Mayo hospital is historically hospital so much people come here and get it owen treatment here,mayo hospital is historically hospital so much people come here and get it owen treatment here
Mayo Hospital,4,"The hospital building was completed in 1870 at a cost of Rs 150'000, 3 Annas 8 Paisas and it began operating in 1871. The hospital is named after then Viceroy of British India, ""Richard Bourke, 6th Earl of Mayo"" also locally known as Lord Mayo. This hospital was to serve need of 70'000 people of Punjab at that time. The hospital started with 3 specialties (General Medicine, General Surgery, Eye & Ent). The architecture of the hospital is Italian, designed by Pudon and engineered by Rai Bahadur Kanahya Lal, one of the leading architects of that time. However the architectural influence resembles medieval hospitals built during the Middle Ages. The additions between 1960 and early 1980 were designed by A. R. Hye. The main building of the hospital is one of the oldest buildings of British Era in Pakistan.
Mayo Hospital is one of the oldest and biggest hospitals in Lahore, Punjab, Pakistan. King Edward Medical University, one of the oldest and most prestigious medical institutions in South Asia, is attached to Mayo Hospital. Mayo Hospital is located in the heart of Old Lahore, and provides free treatment to almost all admitted patients as part of a government policy.","the hospital building was completed in 1870 at a cost of rs 150'000, 3 annas 8 paisas and it began operating in 1871. the hospital is named after then viceroy of british india, ""richard bourke, 6th earl of mayo"" also locally known as lord mayo. this hospital was to serve need of 70'000 people of punjab at that time. the hospital started with 3 specialties general medicine, general surgery, eye ent. the architecture of the hospital is italian, designed by pudon and engineered by rai bahadur kanahya lal, one of the leading architects of that time. however the architectural influence resembles medieval hospitals built during the middle ages. the additions between 1960 and early 1980 were designed by a. r. hye. the main building of the hospital is one of the oldest buildings of british era in pakistan. mayo hospital is one of the oldest and biggest hospitals in lahore, punjab, pakistan. king edward medical university, one of the oldest and most prestigious medical institutions in south asia, is attached to mayo hospital. mayo hospital is located in the heart of old lahore, and provides free treatment to almost all admitted patients as part of a government policy."
Mayo Hospital,4,hospital is good. Many departments available here but only few staff members are co operative.,hospital is good. many departments available here but only few staff members are co operative.
Mayo Hospital,5,"One of the oldest hospital in the Lahore. I visited this hospital Skin Outdoor. Doctors in Skin outdoor only checks on the following day of week.
1- Monday
2- Wednesday
3- Friday
You can visit the skin outdoor in above mentioned day from 9:00 AM - 12:00 PM to consult the skin specialist. Skin outdoor is situated near the Gate number 3 (near to main emergency) of Mayo Hospital.
Doctor examined the skins and diagnosed very well. Skin outdoor was not too much crowded. I went there at 10:00 am and got my turn immediate.",one of the oldest hospital in the lahore. i visited this hospital skin outdoor. doctors in skin outdoor only checks on the following day of week. 1- monday 2- wednesday 3- friday you can visit the skin outdoor in above mentioned day from 900 am - 1200 pm to consult the skin specialist. skin outdoor is situated near the gate number 3 near to main emergency of mayo hospital. doctor examined the skins and diagnosed very well. skin outdoor was not too much crowded. i went there at 1000 am and got my turn immediate.
Mayo Hospital,1,I found no parking all available parking was full.Staff didn't help me and guide instead they are incompetent. I came to know MS has illegally gave contract to these parking contractor and in return they have provided staff for MS residence.. Curruption in parking contract,i found no parking all available parking was full.staff didn't help me and guide instead they are incompetent. i came to know ms has illegally gave contract to these parking contractor and in return they have provided staff for ms residence.. curruption in parking contract
Mayo Hospital,2,Very bad services in this hospital...I've been with a patient for 2 months...,very bad services in this hospital...i've been with a patient for 2 months...
Mayo Hospital,4,It is biggest hospital of Pakistan located in the heart of lahore city . The treatment in the hospital is the best simply .It is almost free for everyone for faint diseases and in severe cases also almost free as compared to the private health care facilities in Pakistan.I would say in any medical emergency you should go to the Mayo hospital.,it is biggest hospital of pakistan located in the heart of lahore city . the treatment in the hospital is the best simply .it is almost free for everyone for faint diseases and in severe cases also almost free as compared to the private health care facilities in pakistan.i would say in any medical emergency you should go to the mayo hospital.
Mayo Hospital,4,One of the oldest hospital in Lahore. Health services needs much improvements. Hence it is attached with King Edward Medical University but there are rear chances to find a specialist / Senior Doctor. Junior doctors do their best but some of them are not supportive.,one of the oldest hospital in lahore. health services needs much improvements. hence it is attached with king edward medical university but there are rear chances to find a specialist senior doctor. junior doctors do their best but some of them are not supportive.
Mayo Hospital,4,Back side of Surgical tower mayo hospital. Anarkali ward female,back side of surgical tower mayo hospital. anarkali ward female
Mayo Hospital,3,"Meo Hospital is govt hospital like all others.
Lack of facilities is a big problem....
Every employ has attitude to be a govt employ except some.
There is a lot of patient effected different type of diseas recovered here.
.............................................................................
My suggestion is that govt must take a descion to learn their employes a behaviour skills.
How to manage a criticle stiuation how to talk with the relitives of patient.
Which manners are required to talk with normal person and wich for patient.
Infact every employ of the hospital must be learn behaviour manner and attitude skills.
They say they are Doctor but actually they are not perform like a doctor.
If the behaviour (curreption,laziness,Harsh attitude etc) of all govt employs improved then our country will grow very fast.
..............................................................................","meo hospital is govt hospital like all others. lack of facilities is a big problem.... every employ has attitude to be a govt employ except some. there is a lot of patient effected different type of diseas recovered here. ............................................................................. my suggestion is that govt must take a descion to learn their employes a behaviour skills. how to manage a criticle stiuation how to talk with the relitives of patient. which manners are required to talk with normal person and wich for patient. infact every employ of the hospital must be learn behaviour manner and attitude skills. they say they are doctor but actually they are not perform like a doctor. if the behaviour curreption,laziness,harsh attitude etc of all govt employs improved then our country will grow very fast. .............................................................................."
Mayo Hospital,3,"I visted its Maxofcial Department with a patient a month ago and get serioulsy disappointed by the behaviour of their Medical & Pera-Medical staff as well as the lack of medicla facilities.
Their was no waitting hall/room for patinet. We  reached here  at 8 am but have to wait our turn untill 2 am becuse the doctor (professor)reached after  12 am.
After 6 hours of striving and tiresome wait, finally , when we were called for inspection we fell like win a 5 krore prize bond.
But I got shocked to see that that doctor have no gloves. In order to inspect the mouth of patient she use plastic bag insted. After using it(plastic bag), she through it under her table instead of putting it into basket ( because there was no basket at all).
The staff at sample collection lab was absolutely Unprofessional, ill-manneredand and rude.","i visted its maxofcial department with a patient a month ago and get serioulsy disappointed by the behaviour of their medical pera-medical staff as well as the lack of medicla facilities. their was no waitting hallroom for patinet. we reached here at 8 am but have to wait our turn untill 2 am becuse the doctor professorreached after 12 am. after 6 hours of striving and tiresome wait, finally , when we were called for inspection we fell like win a 5 krore prize bond. but i got shocked to see that that doctor have no gloves. in order to inspect the mouth of patient she use plastic bag insted. after using itplastic bag, she through it under her table instead of putting it into basket because there was no basket at all. the staff at sample collection lab was absolutely unprofessional, ill-manneredand and rude."
Mayo Hospital,5,"A Glorious and Historical Hospital
Hospital of The Nation and Proud to provide world's best Treatment...
My Own Hospital Where I Got Respect And My Job",a glorious and historical hospital hospital of the nation and proud to provide world's best treatment... my own hospital where i got respect and my job
Mayo Hospital,4,Mayo hospital is one of the most old and historic hospital of pakistan some people think that it's one of largest hospital in Asia,mayo hospital is one of the most old and historic hospital of pakistan some people think that it's one of largest hospital in asia
Mayo Hospital,2,I didn't found any senior doctor whenever i went to hospital. Zero satisfaction,i didn't found any senior doctor whenever i went to hospital. zero satisfaction
Mayo Hospital,5,Mayo hospital is the biggest hospital in Lahor,mayo hospital is the biggest hospital in lahor
